base_strategy,h2l_filter,case_id,complexity,P@5,R@5,F1@5,nDCG@5,MAP,MRR
hyde,ON,TINY_MENTAL_01,simple,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333
hyde,ON,TINY_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_007,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_009,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
hyde,ON,ADV_010,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_011,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_012,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_013,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_014,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_015,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_016,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_017,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_018,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_019,moderate,0.0,0.0,0.0,0.0,0.0,0.0
hyde,ON,ADV_020,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6659090909090909,1.0
basic,OFF,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ELDER_009,moderate,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5
basic,OFF,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.14583333333333331,0.125
basic,OFF,DISABLED_006,moderate,0.4,0.5,0.4444444444444445,0.7424693355471289,0.47435897435897434,1.0
basic,OFF,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5
basic,OFF,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.38685280723454163,0.2,0.2
basic,OFF,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125
basic,OFF,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,OFF,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,OFF,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,REHAB_002,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,OFF,FINANCE_001,simple,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0
basic,OFF,LOVE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,FAMILY_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0
basic,OFF,VIOLENCE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,CHILD_004_PAR_01,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6659090909090909,1.0
basic,OFF,DISABLED_004_PAR_01,moderate,0.0,0.0,0.0,0.0,0.18253968253968253,0.14285714285714285
basic,OFF,DISABLED_006_PAR_01,moderate,0.4,0.5,0.4444444444444445,0.7520764230169481,0.5492424242424242,1.0
basic,OFF,MENTAL_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,SUBSTANCE_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NCD_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,FINANCE_001_PAR_01,simple,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0
basic,OFF,FAMILY_001_PAR_01,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0
basic,OFF,HOMELESS_003_ESC_01,complex,0.4,0.6666666666666666,0.5,0.7653606369886217,0.75,1.0
basic,OFF,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_005,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SH_POS,moderate,0.6,0.75,0.6666666666666665,0.8318724637288826,0.8333333333333334,1.0
basic,OFF,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SM_POS,simple,0.6,1.0,0.7499999999999999,0.7328286204777911,0.6388888888888888,0.5
basic,OFF,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MH_POS,complex,0.6,0.6,0.6,0.6856253995855359,0.7709090909090909,1.0
basic,OFF,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LH_POS,complex,0.6,0.75,0.6666666666666665,0.8318724637288826,0.8928571428571428,1.0
basic,OFF,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.13942307692307693,0.125
basic,OFF,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SH_POS_V2,moderate,0.6,1.0,0.7499999999999999,0.7328286204777911,0.6388888888888888,0.5
basic,OFF,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693
basic,OFF,NEG_LH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LM_POS_V2,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333
basic,OFF,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,SHORT_ELDER_01,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,OFF,SHORT_HOMELESS_01,simple,0.2,0.3333333333333333,0.25,0.10425656783464912,0.2333333333333333,0.25
basic,OFF,SHORT_MENTAL_01,simple,0.6,1.0,0.7499999999999999,0.8145672023038535,1.0,1.0
basic,OFF,SHORT_CHILD_01,simple,0.8,1.0,0.888888888888889,0.9828920819566879,0.95,1.0
basic,OFF,SHORT_ABUSE_01,simple,0.6,0.75,0.6666666666666665,0.7365896932159578,0.7095238095238094,1.0
basic,OFF,TINY_ABUSE_01,simple,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0
basic,OFF,TINY_MENTAL_01,simple,0.6,1.0,0.7499999999999999,0.9871451602176229,0.9166666666666666,1.0
basic,OFF,TINY_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_007,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_009,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,OFF,ADV_010,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_011,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_012,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_013,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_014,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_015,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_016,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_017,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_018,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,OFF,ADV_019,moderate,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
basic,OFF,ADV_020,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,CHILD_004,moderate,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6833333333333333,1.0
basic,ON,ELDER_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ELDER_009,moderate,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5
basic,ON,DISABLED_004,moderate,0.0,0.0,0.0,0.0,0.1625,0.125
basic,ON,DISABLED_006,moderate,0.4,1.0,0.5714285714285715,0.9327783893101107,0.7,1.0
basic,ON,HOMELESS_003,simple,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5
basic,ON,MENTAL_006,complex,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333
basic,ON,MENTAL_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,MENTAL_009,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,SUBSTANCE_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NCD_001,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NCD_004,complex,0.0,0.0,0.0,0.0,0.125,0.125
basic,ON,NCD_008,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,HIV_TB_003,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,BEDRIDDEN_003,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,ON,BEDRIDDEN_004,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,ON,BEDRIDDEN_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,REHAB_002,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,ON,FINANCE_001,simple,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0
basic,ON,LOVE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,FAMILY_001,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0
basic,ON,VIOLENCE_004,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,CHILD_004_PAR_01,moderate,0.4,0.6666666666666666,0.5,0.7653606369886217,0.7777777777777778,1.0
basic,ON,DISABLED_004_PAR_01,moderate,0.0,0.0,0.0,0.0,0.23095238095238094,0.14285714285714285
basic,ON,DISABLED_006_PAR_01,moderate,0.4,0.5,0.4444444444444445,0.7520764230169481,0.5041208791208791,1.0
basic,ON,MENTAL_008_PAR_01,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,SUBSTANCE_003_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NCD_001_PAR_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,FINANCE_001_PAR_01,simple,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0
basic,ON,FAMILY_001_PAR_01,moderate,0.4,1.0,0.5714285714285715,1.0,1.0,1.0
basic,ON,HOMELESS_003_ESC_01,complex,0.4,0.6666666666666666,0.5,0.7653606369886217,0.7575757575757575,1.0
basic,ON,ADV_001,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_002,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_003,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_004,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_005,moderate,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693
basic,ON,NEG_SH_POS,moderate,0.6,0.75,0.6666666666666665,0.787702056960637,0.775,1.0
basic,ON,NEG_SH_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SM_POS,simple,0.6,0.75,0.6666666666666665,0.8048099750039491,0.7986111111111112,1.0
basic,ON,NEG_SM_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MH_POS,complex,0.6,0.6,0.6,0.811925988329848,0.6922222222222222,1.0
basic,ON,NEG_MH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MM_POS,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MM_NEG,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_ML_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_ML_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LH_POS,complex,0.6,0.75,0.6666666666666665,0.8318724637288826,0.8928571428571428,1.0
basic,ON,NEG_LH_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LM_POS,complex,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333
basic,ON,NEG_LM_NEG,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LL_POS,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LL_NEG,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SH_POS_V2,moderate,0.6,0.75,0.6666666666666665,0.8318724637288826,0.85,1.0
basic,ON,NEG_SH_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SM_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SM_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_SL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MH_POS_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MM_POS_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_MM_NEG_V2,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_ML_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_ML_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LH_POS_V2,complex,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
basic,ON,NEG_LH_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LM_POS_V2,complex,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,ON,NEG_LM_NEG_V2,complex,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LL_POS_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,NEG_LL_NEG_V2,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,SHORT_ELDER_01,simple,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,ON,SHORT_HOMELESS_01,simple,0.2,0.5,0.28571428571428575,0.13770577618809332,0.3333333333333333,0.3333333333333333
basic,ON,SHORT_MENTAL_01,simple,0.6,1.0,0.7499999999999999,0.8145672023038535,1.0,1.0
basic,ON,SHORT_CHILD_01,simple,0.8,1.0,0.888888888888889,0.9047172294870751,0.8041666666666667,1.0
basic,ON,SHORT_ABUSE_01,simple,0.8,1.0,0.888888888888889,0.9558295932317544,0.8875,1.0
basic,ON,TINY_ABUSE_01,simple,0.4,1.0,0.5714285714285715,0.5012658353418871,0.325,0.25
basic,ON,TINY_MENTAL_01,simple,0.4,1.0,0.5714285714285715,1.0,1.0,1.0
basic,ON,TINY_HOMELESS_01,simple,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_006,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_007,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_008,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_009,moderate,0.2,1.0,0.33333333333333337,1.0,1.0,1.0
basic,ON,ADV_010,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_011,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_012,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_013,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_014,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_015,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_016,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_017,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_018,moderate,0.0,0.0,0.0,0.0,0.0,0.0
basic,ON,ADV_019,moderate,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
basic,ON,ADV_020,moderate,0.0,0.0,0.0,0.0,0.0,0.0
